Company,Model,Purpose,Use Exogenous,Low ARIMA Modes,LSTM Sequence Style,Origin Date,Model Fit Origin Date,Date,Origin Price,Actual,Forecast,Error,Scheduled Refit
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-18,2024-11-29,2024-12-19,4.56,4.43,4.608503720548047,0.17850372054804708,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.171300273133969,-0.26869972686603116,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.187789802191294,-0.2522101978087061,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.746043067515058,0.3060430675150574,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.368423522389607,-0.07157647761039332,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.44390543139098,0.0039054313909794303,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.458318857492581,0.018318857492580776,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.718484879091993,0.2784848790919927,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.64512460629843,0.20512460629842977,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.28916812574414,-0.17083187425586033,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.299639676605614,-0.16036032339438577,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.692074693981613,0.2320746939816134,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.487928304788168,0.027928304788168212,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.448851206162746,-0.01114879383725409,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.452611567042111,-0.007388432957888824,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.669166793529896,0.20916679352989576,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.64432180405525,0.18432180405524967,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.3375744748155105,-0.08242552518448942,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.338612153980877,-0.08138784601912263,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.643801156221174,0.2238011562211737,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.528412545481452,0.1084125454814524,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.31170574857745,-0.10829425142255023,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.312778087205539,-0.10722191279446136,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.619085572950786,0.19908557295078566,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.500647785634931,0.08064778563493125,False
