Date,Target_Close,Cross_Lithium_Close,Albemarle_Close,Ganfeng_Lithium_Close,Trends_lithium,Trends_lithium_price,Trends_lithium_carbonate,Trends_lithium_hydroxide,Trends_lithium_battery,News_Article_Count,News_TextBlob_Polarity,News_FinBERT_Score,SP500,VIX,US_Dollar_Index,MVIS_Critical_Minerals
2023-08-22,225000.0,35.2,188.16,6.752,46.0,2.0,1.0,0.0,13.0,3.0,0.038095238095238064,0.5541671514511108,4387.5498046875,16.969999313354492,103.55999755859376,469.21
2023-08-23,225000.0,35.12,191.78,6.529,46.0,2.0,1.0,0.0,13.0,1.0,0.0,0.8303290009498596,4436.009765625,15.979999542236328,103.36000061035156,466.06
2023-08-24,225000.0,35.12,190.74,6.582,46.0,2.0,1.0,0.0,13.0,2.0,0.09166666666666665,0.0,4376.31005859375,17.200000762939453,103.9800033569336,464.68
2023-08-25,223000.0,35.12,189.74,6.438,46.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4405.7099609375,15.68000030517578,104.08000183105467,455.32
2023-08-28,220000.0,35.12,189.74,6.438,44.0,2.0,1.0,0.0,14.0,5.0,0.05,0.18504770994186398,4433.31005859375,15.079999923706056,104.05999755859376,449.86
2023-08-29,214500.0,34.86,197.75,6.599,44.0,2.0,1.0,0.0,14.0,4.0,0.0375,-0.02704562246799469,4497.6298828125,14.449999809265137,103.5500030517578,463.33
2023-08-30,210500.0,34.79,198.59,6.628,44.0,2.0,1.0,0.0,14.0,1.0,0.0,0.0,4514.8701171875,13.880000114440918,103.16000366210938,460.89
2023-08-31,208000.0,34.71,198.71,6.532,44.0,2.0,1.0,0.0,14.0,2.0,0.03125,0.30170968174934387,4507.66015625,13.56999969482422,103.62000274658205,457.34
2023-09-01,205500.0,30.0,200.26,6.541,44.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4515.77001953125,13.09000015258789,104.23999786376952,461.04
2023-09-04,205500.0,30.0,200.26,6.743,45.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4515.77001953125,13.09000015258789,104.23999786376952,471.25
2023-09-05,203000.0,30.0,200.8,6.748,45.0,2.0,1.0,0.0,13.0,2.0,0.0,0.0,4496.830078125,14.010000228881836,104.80999755859376,467.23
2023-09-06,200500.0,30.0,189.83,6.684,45.0,2.0,1.0,0.0,13.0,7.0,0.05259740259740257,0.49151318413870676,4465.47998046875,14.449999809265137,104.86000061035156,463.07
2023-09-07,199000.0,29.19,187.57,6.502,45.0,2.0,1.0,0.0,13.0,5.0,0.18761904761904763,0.1043546199798584,4451.14013671875,14.399999618530272,105.05999755859376,457.81
2023-09-08,197500.0,29.19,184.43,6.353,45.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4457.490234375,13.84000015258789,105.08999633789062,452.4
2023-09-11,194000.0,28.83,186.32,6.435,48.0,2.0,1.0,0.0,14.0,2.0,0.2,0.32311341166496277,4487.4599609375,13.800000190734863,104.56999969482422,457.66
2023-09-12,191000.0,28.5,184.35,6.557,48.0,2.0,1.0,0.0,14.0,5.0,0.075,0.8381904006004334,4461.89990234375,14.229999542236328,104.70999908447266,457.44
2023-09-13,189000.0,28.81,184.58,6.473,48.0,2.0,1.0,0.0,14.0,8.0,0.07589285714285714,0.09364163875579834,4467.43994140625,13.479999542236328,104.7699966430664,457.48
2023-09-14,188500.0,28.52,184.97,6.356,48.0,2.0,1.0,0.0,14.0,3.0,0.1083333333333333,0.7396179437637329,4505.10009765625,12.81999969482422,105.41000366210938,460.17
2023-09-15,185500.0,28.52,183.84,6.255,48.0,2.0,1.0,0.0,14.0,3.0,-0.03333333333333333,-0.32123567660649616,4450.31982421875,13.789999961853027,105.31999969482422,464.08
2023-09-18,183000.0,28.52,181.62,6.462,54.0,3.0,1.0,0.0,14.0,1.0,0.0,0.0,4453.52978515625,14.0,105.1999969482422,456.65
2023-09-19,180000.0,28.52,179.99,6.311,54.0,3.0,1.0,0.0,14.0,4.0,0.1375,0.16808810830116272,4443.9501953125,14.109999656677246,105.1999969482422,449.47
2023-09-20,176500.0,28.33,174.44,6.223,54.0,3.0,1.0,0.0,14.0,2.0,0.125,0.005544602870941162,4402.2001953125,15.140000343322754,105.16000366210938,442.79
2023-09-21,173500.0,28.17,168.94,6.145,54.0,3.0,1.0,0.0,14.0,3.0,0.03333333333333333,0.298779825369517,4330.0,17.540000915527344,105.36000061035156,429.57
2023-09-22,172000.0,28.17,168.21,6.248,54.0,3.0,1.0,0.0,14.0,2.0,0.0583333333333333,0.2715441584587097,4320.06005859375,17.200000762939453,105.58000183105467,435.09
2023-09-25,171000.0,28.05,166.89,6.139,51.0,3.0,1.0,0.0,14.0,2.0,0.0,0.0,4337.43994140625,16.899999618530273,106.0,428.29
2023-09-26,170000.0,28.05,163.65,6.001,51.0,3.0,1.0,0.0,14.0,5.0,0.03333333333333332,0.5516332507133483,4273.52978515625,18.940000534057617,106.2300033569336,420.19
2023-09-27,169000.0,27.9,162.63,6.104,51.0,3.0,1.0,0.0,14.0,3.0,0.11666666666666665,0.0,4274.509765625,18.21999931335449,106.66999816894533,415.84
2023-09-28,169000.0,27.81,172.4,6.109,51.0,3.0,1.0,0.0,14.0,3.0,0.13333333333333333,0.29209192593892414,4299.7001953125,17.34000015258789,106.22000122070312,425.83
2023-10-09,169000.0,24.5,155.75,6.042,49.0,2.0,1.0,0.0,13.0,2.0,0.175,0.0,4335.66015625,17.700000762939453,106.08000183105467,402.35
2023-10-10,169000.0,28.25,162.08,6.118,49.0,2.0,1.0,0.0,13.0,3.0,0.0595959595959596,0.29262415568033856,4358.240234375,17.030000686645508,105.83000183105467,413.39
2023-10-11,169000.0,24.17,164.8,6.088,49.0,2.0,1.0,0.0,13.0,4.0,-0.125,0.0,4376.9501953125,16.09000015258789,105.81999969482422,412.39
2023-10-12,169500.0,24.17,170.8,6.601,49.0,2.0,1.0,0.0,13.0,9.0,0.08484848484848484,0.47083624203999835,4349.60986328125,16.690000534057617,106.56999969482422,415.89
2023-10-13,170500.0,24.17,163.38,6.468,49.0,2.0,1.0,0.0,13.0,3.0,0.08333333333333333,0.5919406016667684,4327.77978515625,19.31999969482422,106.6500015258789,408.78
2023-10-16,173000.0,23.9,167.73,6.187,48.0,2.0,1.0,0.0,13.0,7.0,0.01948051948051947,0.2170985085623605,4373.6298828125,17.209999084472656,106.23999786376952,408.77
2023-10-17,173000.0,23.9,169.48,6.205,48.0,2.0,1.0,0.0,13.0,5.0,0.06821969696969697,0.36679967641830447,4373.2001953125,17.8799991607666,106.25,413.46
2023-10-18,173500.0,23.9,152.89,6.035,48.0,2.0,1.0,0.0,13.0,7.0,0.0119047619047619,0.3392443231173924,4314.60009765625,19.21999931335449,106.56999969482422,401.65
2023-10-19,173500.0,23.9,144.56,5.852,48.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4278.0,21.399999618530277,106.25,387.63
2023-10-20,172500.0,23.9,138.68,6.207,48.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4224.16015625,21.709999084472656,106.16000366210938,374.95
2023-10-23,171000.0,23.89,136.28,5.968,47.0,2.0,1.0,0.0,13.0,3.0,-0.041666666666666664,0.2242311437924703,4217.0400390625,20.3700008392334,105.54000091552734,363.37
2023-10-24,170000.0,23.89,139.24,6.116,47.0,2.0,1.0,0.0,13.0,3.0,0.10833333333333334,0.9204318523406982,4247.68017578125,18.96999931335449,106.2699966430664,375.28
2023-10-25,169000.0,23.72,135.32,5.999,47.0,2.0,1.0,0.0,13.0,3.0,0.03333333333333333,0.31622570753097534,4186.77001953125,20.190000534057617,106.52999877929688,375.19
2023-10-26,168000.0,23.72,135.21,5.958,47.0,2.0,1.0,0.0,13.0,3.0,0.23571428571428568,0.5595056215922037,4137.22998046875,20.68000030517578,106.5999984741211,372.69
2023-10-27,167000.0,23.61,134.44,6.227,47.0,2.0,1.0,0.0,13.0,4.0,0.0,-0.4409249722957611,4117.3701171875,21.270000457763672,106.55999755859376,377.56
2023-10-30,166000.0,23.61,127.41,6.253,48.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4166.81982421875,19.75,106.12000274658205,372.42
2023-10-31,165000.0,23.61,126.78,6.053,48.0,2.0,1.0,0.0,13.0,5.0,0.06515151515151514,0.5082786202430725,4193.7998046875,18.13999938964844,106.66000366210938,365.57
2023-11-01,164000.0,22.0,122.96,5.917,48.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4237.85986328125,16.8700008392334,106.87999725341795,363.09
2023-11-02,163000.0,22.0,124.62,5.827,48.0,2.0,1.0,0.0,13.0,2.0,0.0,-0.06322348117828375,4317.77978515625,15.65999984741211,106.12000274658205,368.31
2023-11-03,161500.0,22.0,127.98,5.898,48.0,2.0,1.0,0.0,13.0,3.0,0.0,0.3006241917610168,4358.33984375,14.90999984741211,105.0199966430664,380.22
2023-11-06,160000.0,22.0,119.46,6.182,47.0,2.0,1.0,0.0,13.0,4.0,0.0,-0.06937214732170105,4365.97998046875,14.890000343322754,105.22000122070312,377.77
2023-11-07,158500.0,22.0,122.11,6.107,47.0,2.0,1.0,0.0,13.0,3.0,-0.016666666666666666,-0.009151458740234375,4378.3798828125,14.8100004196167,105.54000091552734,373.04
2023-11-08,156500.0,22.0,119.01,6.077,47.0,2.0,1.0,0.0,13.0,4.0,0.0,0.0,4382.77978515625,14.449999809265137,105.58999633789062,370.89
2023-11-09,155000.0,21.64,114.6,6.123,47.0,2.0,1.0,0.0,13.0,4.0,0.03125,0.21898475289344788,4347.35009765625,15.289999961853027,105.91000366210938,366.76
2023-11-10,153000.0,21.64,116.98,6.148,47.0,2.0,1.0,0.0,13.0,3.0,0.041666666666666664,0.28480688730875653,4415.240234375,14.170000076293944,105.86000061035156,358.98
2023-11-13,152000.0,21.64,114.19,6.064,47.0,2.0,1.0,0.0,14.0,5.0,0.0125,0.3224531769752502,4411.5498046875,14.760000228881836,105.66000366210938,358.58
2023-11-14,150000.0,21.49,125.32,6.022,47.0,2.0,1.0,0.0,14.0,4.0,0.21041666666666667,0.44238659739494324,4495.7001953125,14.15999984741211,104.11000061035156,370.43
2023-11-15,148500.0,21.49,127.72,6.229,47.0,2.0,1.0,0.0,14.0,4.0,-0.012500000000000004,0.1744438260793686,4502.8798828125,14.18000030517578,104.38999938964844,380.5
2023-11-16,147500.0,21.24,122.6,6.113,47.0,2.0,1.0,0.0,14.0,7.0,-0.047222222222222214,-0.2820753455162048,4508.240234375,14.31999969482422,104.37000274658205,368.04
2023-11-17,147000.0,21.24,127.39,6.109,47.0,2.0,1.0,0.0,14.0,3.0,0.125,0.7992270588874817,4514.02001953125,13.800000190734863,103.81999969482422,374.02
2023-11-20,146500.0,21.24,130.36,6.138,49.0,2.0,1.0,0.0,13.0,4.0,0.066875,0.2321637570858002,4547.3798828125,13.40999984741211,103.47000122070312,377.97
2023-11-21,144000.0,20.88,126.13,6.092,49.0,2.0,1.0,0.0,13.0,4.0,0.166875,0.46430791914463043,4538.18994140625,13.350000381469728,103.58999633789062,377.81
2023-11-22,142000.0,20.88,126.59,5.923,49.0,2.0,1.0,0.0,13.0,2.0,0.0,0.5787782371044159,4556.6201171875,12.850000381469728,103.91999816894533,370.36
2023-11-23,139500.0,20.88,126.59,5.924,49.0,2.0,1.0,0.0,13.0,2.0,0.09722222222222224,-0.487379938364029,4556.6201171875,12.850000381469728,103.91999816894533,370.34
2023-11-24,138000.0,20.88,128.87,5.853,49.0,2.0,1.0,0.0,13.0,2.0,0.0,-0.9440933167934418,4559.33984375,12.460000038146973,103.4000015258789,369.54
2023-11-27,135500.0,20.83,120.78,5.648,48.0,2.0,1.0,0.0,14.0,4.0,0.04166666666666667,0.39168984442949295,4550.43017578125,12.6899995803833,103.1999969482422,361.68
2023-11-28,133500.0,20.69,123.91,5.636,48.0,2.0,1.0,0.0,14.0,4.0,0.09375,0.3884521424770355,4554.89013671875,12.6899995803833,102.75,365.48
2023-11-29,132000.0,20.69,123.38,5.539,48.0,2.0,1.0,0.0,14.0,1.0,0.0,0.763062059879303,4550.580078125,12.979999542236328,102.7699966430664,364.17
2023-11-30,131000.0,20.69,121.27,5.465,48.0,2.0,1.0,0.0,14.0,7.0,0.05714285714285715,0.671972896371569,4567.7998046875,12.920000076293944,103.5,364.34
2023-12-01,130000.0,18.05,126.16,5.432,48.0,2.0,1.0,0.0,14.0,3.0,0.08333333333333333,-0.08592794338862102,4594.6298828125,12.630000114440918,103.2699966430664,366.63
2023-12-04,128000.0,18.05,119.98,5.451,52.0,2.0,1.0,0.0,15.0,7.0,0.03571428571428571,0.14233181306294032,4569.77978515625,13.079999923706056,103.63999938964844,361.1
2023-12-05,126000.0,17.55,113.26,5.548,52.0,2.0,1.0,0.0,15.0,8.0,0.20085227272727274,0.3090399354696274,4567.18017578125,12.850000381469728,104.0500030517578,346.27
2023-12-06,122500.0,17.55,118.3,5.913,52.0,2.0,1.0,0.0,15.0,3.0,0.03333333333333333,0.18667083978652954,4549.33984375,12.970000267028809,104.1500015258789,356.76
2023-12-07,120500.0,17.55,125.35,5.911,52.0,2.0,1.0,0.0,15.0,2.0,0.5625,0.0,4585.58984375,13.0600004196167,103.54000091552734,361.83
2023-12-08,118500.0,17.16,127.99,5.883,52.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,4604.3701171875,12.350000381469728,104.01000213623048,366.99
2023-12-11,115000.0,16.98,126.54,5.779,56.0,2.0,1.0,0.0,14.0,3.0,0.08333333333333333,0.3916827440261841,4622.43994140625,12.630000114440918,104.0999984741211,359.85
2023-12-12,112000.0,16.98,127.94,5.682,56.0,2.0,1.0,0.0,14.0,3.0,0.0,0.0,4643.7001953125,12.06999969482422,103.87000274658205,352.05
2023-12-13,109000.0,16.98,140.06,5.545,56.0,2.0,1.0,0.0,14.0,2.0,0.0,0.8775355517864227,4707.08984375,12.1899995803833,102.87000274658205,357.53
