Date,Target_Close,Cross_Lithium_Close,Albemarle_Close,Ganfeng_Lithium_Close,Trends_lithium,Trends_lithium_price,Trends_lithium_carbonate,Trends_lithium_hydroxide,Trends_lithium_battery,News_Article_Count,News_TextBlob_Polarity,News_FinBERT_Score,SP500,VIX,US_Dollar_Index,MVIS_Critical_Minerals
2023-05-19,43.61,292000.0,204.15,9.565,56.0,3.0,1.0,0.0,14.0,1.0,0.0,0.0,4191.97998046875,16.809999465942383,103.1999969482422,551.53
2023-05-22,43.61,292000.0,206.5,9.508,49.0,3.0,1.0,0.0,14.0,11.0,0.045454545454545456,0.5160586346279491,4192.6298828125,17.209999084472656,103.1999969482422,546.62
2023-05-23,43.32,292000.0,216.07,9.298,49.0,3.0,1.0,0.0,14.0,3.0,0.012121212121212097,0.47363277276357013,4145.580078125,18.530000686645508,103.48999786376952,542.46
2023-05-24,43.32,295000.0,212.23,9.082,49.0,3.0,1.0,0.0,14.0,8.0,0.15000000000000002,0.465978778898716,4115.240234375,20.030000686645508,103.88999938964844,533.76
2023-05-25,43.29,295000.0,204.97,8.929,49.0,3.0,1.0,0.0,14.0,5.0,0.10833333333333332,0.19014681577682496,4151.27978515625,19.13999938964844,104.20999908447266,526.25
2023-05-26,43.29,295000.0,203.99,8.714,49.0,3.0,1.0,0.0,14.0,1.0,0.0249999999999999,0.0,4205.4501953125,17.950000762939453,104.20999908447266,524.72
2023-05-30,43.21,297500.0,201.86,8.771,46.0,2.0,1.0,0.0,14.0,4.0,0.1125,0.0,4205.52001953125,17.459999084472656,104.16999816894533,522.57
2023-05-31,43.21,300000.0,193.53,8.719,46.0,2.0,1.0,0.0,14.0,4.0,0.0,0.16673260927200317,4179.830078125,17.940000534057617,104.31999969482422,513.18
2023-06-01,46.5,300500.0,195.54,8.755,46.0,2.0,1.0,0.0,14.0,6.0,0.08277777777777777,0.4764429529507955,4221.02001953125,15.649999618530272,103.55999755859376,518.09
2023-06-02,46.02,300500.0,208.36,9.064,46.0,2.0,1.0,0.0,14.0,2.0,0.05,0.0,4282.3701171875,14.600000381469728,104.0199966430664,538.56
2023-06-05,46.02,303000.0,206.17,9.106,49.0,2.0,1.0,0.0,14.0,2.0,0.15568181818181814,0.3168729543685913,4273.7900390625,14.729999542236328,104.0,541.83
2023-06-06,46.02,306500.0,213.11,8.879,49.0,2.0,1.0,0.0,14.0,4.0,0.0953125,0.4594276398420334,4283.85009765625,13.960000038146973,104.12999725341795,543.31
2023-06-07,46.92,310000.0,218.82,8.739,49.0,2.0,1.0,0.0,14.0,2.0,-0.05769230769230765,-0.4378586411476135,4267.52001953125,13.9399995803833,104.0999984741211,544.06
2023-06-08,47.31,311500.0,219.62,8.888,49.0,2.0,1.0,0.0,14.0,3.0,0.045454545454545435,0.1822443207105001,4293.93017578125,13.649999618530272,103.33999633789062,545.03
2023-06-09,47.31,313000.0,220.5,8.967,49.0,2.0,1.0,0.0,14.0,1.0,0.0,0.5467329621315002,4298.85986328125,13.829999923706056,103.55999755859376,548.12
2023-06-12,47.31,313000.0,218.55,8.832,47.0,2.0,1.0,0.0,15.0,4.0,0.0625,0.16059182584285736,4338.93017578125,15.010000228881836,103.62999725341795,545.84
2023-06-13,47.31,313000.0,228.85,8.82,47.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,4369.009765625,14.609999656677246,103.33999633789062,552.49
2023-06-14,46.72,313000.0,226.8,8.777,47.0,2.0,1.0,0.0,15.0,3.0,0.0,0.2516072789827983,4372.58984375,13.880000114440918,103.01000213623048,555.09
2023-06-15,46.72,313000.0,230.91,9.13,47.0,2.0,1.0,0.0,15.0,4.0,0.0,0.0,4425.83984375,14.5,102.12000274658205,557.08
2023-06-16,45.92,314000.0,228.17,9.166,47.0,2.0,1.0,0.0,15.0,1.0,0.0,0.5947059988975525,4409.58984375,13.539999961853027,102.3000030517578,565.09
2023-06-20,47.05,313500.0,232.22,8.819,48.0,2.0,1.0,0.0,14.0,12.0,-0.008397435897435883,0.20472616950670877,4388.7099609375,13.880000114440918,102.54000091552734,551.25
2023-06-21,47.05,313000.0,230.38,8.66,48.0,2.0,1.0,0.0,14.0,5.0,0.04,0.03601609468460083,4365.68994140625,13.199999809265137,102.06999969482422,548.29
2023-06-22,47.05,313000.0,226.0,8.66,48.0,2.0,1.0,0.0,14.0,3.0,0.0111111111111111,-0.032336254914601646,4381.89013671875,12.90999984741211,102.38999938964844,543.12
2023-06-23,47.05,313000.0,220.18,8.66,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4348.330078125,13.4399995803833,102.9000015258789,533.12
2023-06-26,47.05,311500.0,225.22,8.454,48.0,2.0,1.0,0.0,15.0,3.0,0.020833333333333332,-0.2733514706293742,4328.81982421875,14.25,102.69000244140624,530.37
2023-06-27,47.05,310000.0,227.07,8.508,48.0,2.0,1.0,0.0,15.0,5.0,0.05,0.3171988964080811,4378.41015625,13.739999771118164,102.48999786376952,534.85
2023-06-28,46.99,307500.0,217.0,8.38,48.0,2.0,1.0,0.0,15.0,3.0,0.0,-0.19959898789723715,4376.85986328125,13.43000030517578,102.91000366210938,528.82
2023-06-29,46.9,307000.0,218.98,8.238,48.0,2.0,1.0,0.0,15.0,11.0,0.15227272727272725,0.4090600880709561,4396.43994140625,13.539999961853027,103.33999633789062,530.04
2023-06-30,46.9,307000.0,223.09,8.407,48.0,2.0,1.0,0.0,15.0,13.0,0.0564102564102564,0.29916371748997617,4450.3798828125,13.59000015258789,102.91000366210938,536.94
2023-07-03,45.5,307000.0,229.26,8.479,45.0,2.0,1.0,0.0,14.0,3.0,0.0,0.31373963753382367,4455.58984375,13.56999969482422,102.98999786376952,546.22
2023-07-05,46.04,307500.0,229.02,8.554,45.0,2.0,1.0,0.0,14.0,2.0,-0.0208333333333333,0.6954687833786011,4446.81982421875,14.18000030517578,103.37000274658205,556.0
2023-07-06,46.04,307500.0,227.57,8.4,45.0,2.0,1.0,0.0,14.0,1.0,0.0,0.0,4411.58984375,15.4399995803833,103.16999816894533,541.28
2023-07-07,45.15,307500.0,237.52,8.434,45.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4398.9501953125,14.829999923706056,102.2699966430664,540.62
2023-07-10,44.77,307500.0,239.86,8.596,48.0,2.0,1.0,0.0,14.0,3.0,0.11287878787878787,0.6045031348864237,4409.52978515625,15.06999969482422,101.97000122070312,545.39
2023-07-11,44.06,307500.0,239.09,8.631,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4439.259765625,14.84000015258789,101.7300033569336,553.7
2023-07-12,43.56,306000.0,243.44,8.496,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4472.16015625,13.539999961853027,100.5199966430664,557.45
2023-07-13,44.42,304500.0,241.67,8.554,48.0,2.0,1.0,0.0,14.0,3.0,0.016666666666666666,0.5919171373049418,4510.0400390625,13.609999656677246,99.7699966430664,567.22
2023-07-14,43.91,303500.0,235.27,8.568,48.0,2.0,1.0,0.0,14.0,2.0,0.1,0.0,4505.419921875,13.34000015258789,99.91000366210938,562.37
2023-07-17,44.04,300500.0,237.66,8.445,45.0,2.0,1.0,0.0,15.0,4.0,0.09375,0.2254596799612045,4522.7900390625,13.479999542236328,99.83999633789062,555.0
2023-07-18,44.04,299000.0,237.03,8.372,45.0,2.0,1.0,0.0,15.0,3.0,0.27424242424242423,-0.10634301106135051,4554.97998046875,13.300000190734863,99.94000244140624,556.83
2023-07-19,44.04,296000.0,232.52,8.272,45.0,2.0,1.0,0.0,15.0,1.0,0.0,0.0,4565.72021484375,13.760000228881836,100.27999877929688,548.86
2023-07-20,44.1,293500.0,223.11,8.351,45.0,2.0,1.0,0.0,15.0,4.0,-0.21590909090909094,0.4285562336444855,4534.8701171875,13.989999771118164,100.87999725341795,549.88
2023-07-21,43.38,288000.0,215.99,8.132,45.0,2.0,1.0,0.0,15.0,6.0,0.1527777777777778,-0.21524176001548767,4536.33984375,13.600000381469728,101.06999969482422,537.08
2023-07-24,43.38,285500.0,210.8,7.718,43.0,2.0,1.0,0.0,14.0,2.0,0.175,0.450858622789383,4554.64013671875,13.90999984741211,101.3499984741211,520.83
2023-07-25,43.08,284000.0,212.51,8.147,43.0,2.0,1.0,0.0,14.0,2.0,0.255,0.7784295678138733,4567.4599609375,13.859999656677246,101.3499984741211,535.96
2023-07-26,43.08,282000.0,210.02,8.193,43.0,2.0,1.0,0.0,14.0,5.0,0.020000000000000007,0.5611264824867248,4566.75,13.1899995803833,100.88999938964844,536.82
2023-07-27,43.08,280500.0,205.95,8.082,43.0,2.0,1.0,0.0,14.0,2.0,0.0,0.4645334482192993,4537.41015625,14.40999984741211,101.7699966430664,522.43
2023-07-28,43.08,278500.0,208.05,8.263,43.0,2.0,1.0,0.0,14.0,6.0,0.0,0.3843917449315389,4582.22998046875,13.329999923706056,101.62000274658205,524.76
2023-07-31,43.08,277500.0,212.28,8.377,48.0,2.0,1.0,0.0,14.0,3.0,0.0,-0.32169797023137414,4588.9599609375,13.630000114440918,101.86000061035156,525.64
2023-08-01,39.25,274000.0,207.99,8.261,48.0,2.0,1.0,0.0,14.0,4.0,-0.05,0.4079607278108597,4576.72998046875,13.93000030517578,102.3000030517578,521.35
2023-08-02,38.53,269000.0,202.89,8.148,48.0,2.0,1.0,0.0,14.0,5.0,0.15,0.5458312273025513,4513.39013671875,16.09000015258789,102.58999633789062,511.55
2023-08-03,38.53,266000.0,199.35,8.151,48.0,2.0,1.0,0.0,14.0,3.0,-0.016666666666666666,0.18026228745778403,4501.89013671875,15.920000076293944,102.54000091552734,510.54
2023-08-04,37.66,262500.0,200.09,8.126,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4478.02978515625,17.100000381469727,102.0199966430664,516.38
2023-08-07,37.66,256500.0,196.75,8.077,45.0,2.0,1.0,0.0,14.0,2.0,0.0,0.0,4518.43994140625,15.770000457763672,102.0500030517578,515.4
2023-08-08,37.47,253000.0,195.65,7.996,45.0,2.0,1.0,0.0,14.0,6.0,0.05227272727272727,0.1557911932468414,4499.3798828125,15.989999771118164,102.52999877929688,510.12
2023-08-09,37.47,249000.0,194.22,7.928,45.0,2.0,1.0,0.0,14.0,2.0,0.06818181818181815,0.4715269207954406,4467.7099609375,15.960000038146973,102.48999786376952,509.53
2023-08-10,37.47,247000.0,191.67,7.962,45.0,2.0,1.0,0.0,14.0,4.0,0.065,0.4037133455276489,4468.830078125,15.850000381469728,102.5199966430664,513.43
2023-08-11,36.65,244000.0,187.49,7.752,45.0,2.0,1.0,0.0,14.0,1.0,0.1363636363636363,0.0,4464.0498046875,14.84000015258789,102.83999633789062,504.18
2023-08-14,36.04,239500.0,185.54,7.386,46.0,2.0,1.0,0.0,13.0,3.0,0.2111111111111111,0.8855904340744019,4489.72021484375,14.81999969482422,103.19000244140624,492.17
2023-08-15,36.04,234000.0,184.04,7.244,46.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4437.85986328125,16.459999084472656,103.20999908447266,482.62
2023-08-16,35.52,230000.0,181.53,7.079,46.0,2.0,1.0,0.0,13.0,1.0,0.2,0.8893586993217468,4404.330078125,16.780000686645508,103.41999816894533,476.18
2023-08-17,35.52,226500.0,182.68,7.07,46.0,2.0,1.0,0.0,13.0,7.0,-0.052197802197802186,0.08821490832737514,4370.35986328125,17.889999389648438,103.44000244140624,470.77
2023-08-18,35.2,225000.0,183.39,6.868,46.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4369.7099609375,17.299999237060547,103.37999725341795,465.96
2023-08-21,35.2,225000.0,188.07,6.736,46.0,2.0,1.0,0.0,13.0,2.0,0.1875,0.4773776531219482,4399.77001953125,17.1299991607666,103.33000183105467,468.69
2023-08-22,35.2,225000.0,188.16,6.752,46.0,2.0,1.0,0.0,13.0,3.0,0.038095238095238064,0.5541671514511108,4387.5498046875,16.969999313354492,103.55999755859376,469.21
2023-08-23,35.12,225000.0,191.78,6.529,46.0,2.0,1.0,0.0,13.0,1.0,0.0,0.8303290009498596,4436.009765625,15.979999542236328,103.36000061035156,466.06
2023-08-24,35.12,225000.0,190.74,6.582,46.0,2.0,1.0,0.0,13.0,2.0,0.09166666666666665,0.0,4376.31005859375,17.200000762939453,103.9800033569336,464.68
2023-08-25,35.12,223000.0,189.74,6.438,46.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4405.7099609375,15.68000030517578,104.08000183105467,455.32
2023-08-28,35.12,220000.0,189.74,6.438,44.0,2.0,1.0,0.0,14.0,5.0,0.05,0.18504770994186398,4433.31005859375,15.079999923706056,104.05999755859376,449.86
2023-08-29,34.86,214500.0,197.75,6.599,44.0,2.0,1.0,0.0,14.0,4.0,0.0375,-0.02704562246799469,4497.6298828125,14.449999809265137,103.5500030517578,463.33
2023-08-30,34.79,210500.0,198.59,6.628,44.0,2.0,1.0,0.0,14.0,1.0,0.0,0.0,4514.8701171875,13.880000114440918,103.16000366210938,460.89
2023-08-31,34.71,208000.0,198.71,6.532,44.0,2.0,1.0,0.0,14.0,2.0,0.03125,0.30170968174934387,4507.66015625,13.56999969482422,103.62000274658205,457.34
2023-09-01,30.0,205500.0,200.26,6.541,44.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4515.77001953125,13.09000015258789,104.23999786376952,461.04
2023-09-05,30.0,203000.0,200.8,6.748,45.0,2.0,1.0,0.0,13.0,2.0,0.0,0.0,4496.830078125,14.010000228881836,104.80999755859376,467.23
2023-09-06,30.0,200500.0,189.83,6.684,45.0,2.0,1.0,0.0,13.0,7.0,0.05259740259740257,0.49151318413870676,4465.47998046875,14.449999809265137,104.86000061035156,463.07
2023-09-07,29.19,199000.0,187.57,6.502,45.0,2.0,1.0,0.0,13.0,5.0,0.18761904761904763,0.1043546199798584,4451.14013671875,14.399999618530272,105.05999755859376,457.81
2023-09-08,29.19,197500.0,184.43,6.353,45.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4457.490234375,13.84000015258789,105.08999633789062,452.4
2023-09-11,28.83,194000.0,186.32,6.435,48.0,2.0,1.0,0.0,14.0,2.0,0.2,0.32311341166496277,4487.4599609375,13.800000190734863,104.56999969482422,457.66
2023-09-12,28.5,191000.0,184.35,6.557,48.0,2.0,1.0,0.0,14.0,5.0,0.075,0.8381904006004334,4461.89990234375,14.229999542236328,104.70999908447266,457.44
2023-09-13,28.81,189000.0,184.58,6.473,48.0,2.0,1.0,0.0,14.0,8.0,0.07589285714285714,0.09364163875579834,4467.43994140625,13.479999542236328,104.7699966430664,457.48
2023-09-14,28.52,188500.0,184.97,6.356,48.0,2.0,1.0,0.0,14.0,3.0,0.1083333333333333,0.7396179437637329,4505.10009765625,12.81999969482422,105.41000366210938,460.17
2023-09-15,28.52,185500.0,183.84,6.255,48.0,2.0,1.0,0.0,14.0,3.0,-0.03333333333333333,-0.32123567660649616,4450.31982421875,13.789999961853027,105.31999969482422,464.08
2023-09-18,28.52,183000.0,181.62,6.462,54.0,3.0,1.0,0.0,14.0,1.0,0.0,0.0,4453.52978515625,14.0,105.1999969482422,456.65
2023-09-19,28.52,180000.0,179.99,6.311,54.0,3.0,1.0,0.0,14.0,4.0,0.1375,0.16808810830116272,4443.9501953125,14.109999656677246,105.1999969482422,449.47
2023-09-20,28.33,176500.0,174.44,6.223,54.0,3.0,1.0,0.0,14.0,2.0,0.125,0.005544602870941162,4402.2001953125,15.140000343322754,105.16000366210938,442.79
2023-09-21,28.17,173500.0,168.94,6.145,54.0,3.0,1.0,0.0,14.0,3.0,0.03333333333333333,0.298779825369517,4330.0,17.540000915527344,105.36000061035156,429.57
2023-09-22,28.17,172000.0,168.21,6.248,54.0,3.0,1.0,0.0,14.0,2.0,0.0583333333333333,0.2715441584587097,4320.06005859375,17.200000762939453,105.58000183105467,435.09
2023-09-25,28.05,171000.0,166.89,6.139,51.0,3.0,1.0,0.0,14.0,2.0,0.0,0.0,4337.43994140625,16.899999618530273,106.0,428.29
2023-09-26,28.05,170000.0,163.65,6.001,51.0,3.0,1.0,0.0,14.0,5.0,0.03333333333333332,0.5516332507133483,4273.52978515625,18.940000534057617,106.2300033569336,420.19
2023-09-27,27.9,169000.0,162.63,6.104,51.0,3.0,1.0,0.0,14.0,3.0,0.11666666666666665,0.0,4274.509765625,18.21999931335449,106.66999816894533,415.84
2023-09-28,27.81,169000.0,172.4,6.109,51.0,3.0,1.0,0.0,14.0,3.0,0.13333333333333333,0.29209192593892414,4299.7001953125,17.34000015258789,106.22000122070312,425.83
2023-09-29,27.81,169000.0,170.04,6.109,51.0,3.0,1.0,0.0,14.0,2.0,0.175,0.0,4288.0498046875,17.520000457763672,106.16999816894533,431.34
2023-10-02,24.5,169000.0,162.41,6.109,49.0,2.0,1.0,0.0,14.0,3.0,0.041666666666666664,-0.3218283454577128,4288.39013671875,17.610000610351562,106.9000015258789,421.36
2023-10-03,24.5,169000.0,156.77,6.109,49.0,2.0,1.0,0.0,14.0,2.0,0.11818181818181815,0.28565576672554016,4229.4501953125,19.780000686645508,107.0,409.07
2023-10-04,24.5,169000.0,158.4,6.109,49.0,2.0,1.0,0.0,14.0,2.0,0.25,0.4760546684265136,4263.75,18.57999992370605,106.8000030517578,407.87
2023-10-05,24.5,169000.0,155.03,6.109,49.0,2.0,1.0,0.0,14.0,2.0,0.09999999999999995,-0.4702432453632355,4258.18994140625,18.489999771118164,106.33000183105467,402.42
2023-10-06,24.5,169000.0,159.84,6.109,49.0,2.0,1.0,0.0,14.0,1.0,0.0,-0.7964069843292236,4308.5,17.450000762939453,106.04000091552734,403.65
2023-10-09,24.5,169000.0,155.75,6.042,49.0,2.0,1.0,0.0,13.0,2.0,0.175,0.0,4335.66015625,17.700000762939453,106.08000183105467,402.35
2023-10-10,28.25,169000.0,162.08,6.118,49.0,2.0,1.0,0.0,13.0,3.0,0.0595959595959596,0.29262415568033856,4358.240234375,17.030000686645508,105.83000183105467,413.39
2023-10-11,24.17,169000.0,164.8,6.088,49.0,2.0,1.0,0.0,13.0,4.0,-0.125,0.0,4376.9501953125,16.09000015258789,105.81999969482422,412.39
2023-10-12,24.17,169500.0,170.8,6.601,49.0,2.0,1.0,0.0,13.0,9.0,0.08484848484848484,0.47083624203999835,4349.60986328125,16.690000534057617,106.56999969482422,415.89
2023-10-13,24.17,170500.0,163.38,6.468,49.0,2.0,1.0,0.0,13.0,3.0,0.08333333333333333,0.5919406016667684,4327.77978515625,19.31999969482422,106.6500015258789,408.78
2023-10-16,23.9,173000.0,167.73,6.187,48.0,2.0,1.0,0.0,13.0,7.0,0.01948051948051947,0.2170985085623605,4373.6298828125,17.209999084472656,106.23999786376952,408.77
2023-10-17,23.9,173000.0,169.48,6.205,48.0,2.0,1.0,0.0,13.0,5.0,0.06821969696969697,0.36679967641830447,4373.2001953125,17.8799991607666,106.25,413.46
2023-10-18,23.9,173500.0,152.89,6.035,48.0,2.0,1.0,0.0,13.0,7.0,0.0119047619047619,0.3392443231173924,4314.60009765625,19.21999931335449,106.56999969482422,401.65
2023-10-19,23.9,173500.0,144.56,5.852,48.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4278.0,21.399999618530277,106.25,387.63
2023-10-20,23.9,172500.0,138.68,6.207,48.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4224.16015625,21.709999084472656,106.16000366210938,374.95
2023-10-23,23.89,171000.0,136.28,5.968,47.0,2.0,1.0,0.0,13.0,3.0,-0.041666666666666664,0.2242311437924703,4217.0400390625,20.3700008392334,105.54000091552734,363.37
2023-10-24,23.89,170000.0,139.24,6.116,47.0,2.0,1.0,0.0,13.0,3.0,0.10833333333333334,0.9204318523406982,4247.68017578125,18.96999931335449,106.2699966430664,375.28
2023-10-25,23.72,169000.0,135.32,5.999,47.0,2.0,1.0,0.0,13.0,3.0,0.03333333333333333,0.31622570753097534,4186.77001953125,20.190000534057617,106.52999877929688,375.19
2023-10-26,23.72,168000.0,135.21,5.958,47.0,2.0,1.0,0.0,13.0,3.0,0.23571428571428568,0.5595056215922037,4137.22998046875,20.68000030517578,106.5999984741211,372.69
2023-10-27,23.61,167000.0,134.44,6.227,47.0,2.0,1.0,0.0,13.0,4.0,0.0,-0.4409249722957611,4117.3701171875,21.270000457763672,106.55999755859376,377.56
2023-10-30,23.61,166000.0,127.41,6.253,48.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4166.81982421875,19.75,106.12000274658205,372.42
2023-10-31,23.61,165000.0,126.78,6.053,48.0,2.0,1.0,0.0,13.0,5.0,0.06515151515151514,0.5082786202430725,4193.7998046875,18.13999938964844,106.66000366210938,365.57
2023-11-01,22.0,164000.0,122.96,5.917,48.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4237.85986328125,16.8700008392334,106.87999725341795,363.09
2023-11-02,22.0,163000.0,124.62,5.827,48.0,2.0,1.0,0.0,13.0,2.0,0.0,-0.06322348117828375,4317.77978515625,15.65999984741211,106.12000274658205,368.31
2023-11-03,22.0,161500.0,127.98,5.898,48.0,2.0,1.0,0.0,13.0,3.0,0.0,0.3006241917610168,4358.33984375,14.90999984741211,105.0199966430664,380.22
2023-11-06,22.0,160000.0,119.46,6.182,47.0,2.0,1.0,0.0,13.0,4.0,0.0,-0.06937214732170105,4365.97998046875,14.890000343322754,105.22000122070312,377.77
2023-11-07,22.0,158500.0,122.11,6.107,47.0,2.0,1.0,0.0,13.0,3.0,-0.016666666666666666,-0.009151458740234375,4378.3798828125,14.8100004196167,105.54000091552734,373.04
2023-11-08,22.0,156500.0,119.01,6.077,47.0,2.0,1.0,0.0,13.0,4.0,0.0,0.0,4382.77978515625,14.449999809265137,105.58999633789062,370.89
2023-11-09,21.64,155000.0,114.6,6.123,47.0,2.0,1.0,0.0,13.0,4.0,0.03125,0.21898475289344788,4347.35009765625,15.289999961853027,105.91000366210938,366.76
2023-11-10,21.64,153000.0,116.98,6.148,47.0,2.0,1.0,0.0,13.0,3.0,0.041666666666666664,0.28480688730875653,4415.240234375,14.170000076293944,105.86000061035156,358.98
2023-11-13,21.64,152000.0,114.19,6.064,47.0,2.0,1.0,0.0,14.0,5.0,0.0125,0.3224531769752502,4411.5498046875,14.760000228881836,105.66000366210938,358.58
2023-11-14,21.49,150000.0,125.32,6.022,47.0,2.0,1.0,0.0,14.0,4.0,0.21041666666666667,0.44238659739494324,4495.7001953125,14.15999984741211,104.11000061035156,370.43
2023-11-15,21.49,148500.0,127.72,6.229,47.0,2.0,1.0,0.0,14.0,4.0,-0.012500000000000004,0.1744438260793686,4502.8798828125,14.18000030517578,104.38999938964844,380.5
2023-11-16,21.24,147500.0,122.6,6.113,47.0,2.0,1.0,0.0,14.0,7.0,-0.047222222222222214,-0.2820753455162048,4508.240234375,14.31999969482422,104.37000274658205,368.04
2023-11-17,21.24,147000.0,127.39,6.109,47.0,2.0,1.0,0.0,14.0,3.0,0.125,0.7992270588874817,4514.02001953125,13.800000190734863,103.81999969482422,374.02
2023-11-20,21.24,146500.0,130.36,6.138,49.0,2.0,1.0,0.0,13.0,4.0,0.066875,0.2321637570858002,4547.3798828125,13.40999984741211,103.47000122070312,377.97
2023-11-21,20.88,144000.0,126.13,6.092,49.0,2.0,1.0,0.0,13.0,4.0,0.166875,0.46430791914463043,4538.18994140625,13.350000381469728,103.58999633789062,377.81
2023-11-22,20.88,142000.0,126.59,5.923,49.0,2.0,1.0,0.0,13.0,2.0,0.0,0.5787782371044159,4556.6201171875,12.850000381469728,103.91999816894533,370.36
2023-11-24,20.88,138000.0,128.87,5.853,49.0,2.0,1.0,0.0,13.0,2.0,0.0,-0.9440933167934418,4559.33984375,12.460000038146973,103.4000015258789,369.54
2023-11-27,20.83,135500.0,120.78,5.648,48.0,2.0,1.0,0.0,14.0,4.0,0.04166666666666667,0.39168984442949295,4550.43017578125,12.6899995803833,103.1999969482422,361.68
2023-11-28,20.69,133500.0,123.91,5.636,48.0,2.0,1.0,0.0,14.0,4.0,0.09375,0.3884521424770355,4554.89013671875,12.6899995803833,102.75,365.48
2023-11-29,20.69,132000.0,123.38,5.539,48.0,2.0,1.0,0.0,14.0,1.0,0.0,0.763062059879303,4550.580078125,12.979999542236328,102.7699966430664,364.17
2023-11-30,20.69,131000.0,121.27,5.465,48.0,2.0,1.0,0.0,14.0,7.0,0.05714285714285715,0.671972896371569,4567.7998046875,12.920000076293944,103.5,364.34
2023-12-01,18.05,130000.0,126.16,5.432,48.0,2.0,1.0,0.0,14.0,3.0,0.08333333333333333,-0.08592794338862102,4594.6298828125,12.630000114440918,103.2699966430664,366.63
2023-12-04,18.05,128000.0,119.98,5.451,52.0,2.0,1.0,0.0,15.0,7.0,0.03571428571428571,0.14233181306294032,4569.77978515625,13.079999923706056,103.63999938964844,361.1
2023-12-05,17.55,126000.0,113.26,5.548,52.0,2.0,1.0,0.0,15.0,8.0,0.20085227272727274,0.3090399354696274,4567.18017578125,12.850000381469728,104.0500030517578,346.27
2023-12-06,17.55,122500.0,118.3,5.913,52.0,2.0,1.0,0.0,15.0,3.0,0.03333333333333333,0.18667083978652954,4549.33984375,12.970000267028809,104.1500015258789,356.76
2023-12-07,17.55,120500.0,125.35,5.911,52.0,2.0,1.0,0.0,15.0,2.0,0.5625,0.0,4585.58984375,13.0600004196167,103.54000091552734,361.83
2023-12-08,17.16,118500.0,127.99,5.883,52.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,4604.3701171875,12.350000381469728,104.01000213623048,366.99
